command_vx,num_rollouts,valid_rollouts,mean_vx,mean_vx_ci95,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,mechanical_cot,success_rate,survival_rate,fall_rate,timeout_rate
2.6,16,16,2.5987822860479355,0.0020686803425565585,-0.001217211269249674,0.02648812544066459,0.03209308139048517,0.03183917689602822,0.9995316825807095,0.7996666692197323,0.04081431473605335,0.13317848928272724,348.58144760131836,0.8499398119747639,0.5625,1.0,0.0,0.0
2.8,16,16,2.7503542453050613,0.00196085363856797,-0.04964568046852946,0.05448826774954796,0.06736829248256981,0.04544560797512531,0.9822693914175034,0.5693333335220814,0.044013063656166196,0.19737302605062723,402.94502449035645,0.9283518716692924,0.0,1.0,0.0,0.0
3.0,16,16,2.938621863722801,0.009804377181193535,-0.06137739936821163,0.06647516088560224,0.07964641274884343,0.04987702541984618,0.9795406274497509,0.37200000137090683,0.07925212662667036,0.267675313167274,469.7863025665283,1.0129798762500286,0.0,1.0,0.0,0.0
3.2,16,16,3.13191257417202,0.0011922467599569347,-0.06808784045279026,0.0696942787617445,0.08360614720731974,0.048495271243155,0.9787226729094982,0.4102499969303608,0.0643495989497751,0.3472665995359421,516.2383804321289,1.0444703847169876,0.0,1.0,0.0,0.0
3.4,16,16,3.316588193178177,0.0014273615715271954,-0.08341171452775598,0.08456367300823331,0.10064961249008775,0.056315180612728,0.9754670895636082,0.2353333318606019,0.08615675568580627,0.4683424383401871,567.5942840576172,1.084432266652584,0.0,1.0,0.0,0.0
3.6,16,16,3.4821427017450333,0.0018562537715643543,-0.11785679077729583,0.11788798216730356,0.13371944893151522,0.06317974091507494,0.9672618880867958,0.16183333285152912,0.1040072925388813,0.5566815212368965,614.9532661437988,1.1190550029277802,0.0,1.0,0.0,0.0
3.8,16,16,3.6157086789608,0.0012545713333938897,-0.18429108522832394,0.18429108522832394,0.1959626693278551,0.06662560906261206,0.9515022896230221,0.1629166668280959,0.12118944805115461,0.604178749024868,643.6479873657227,1.1280041262507439,0.0,1.0,0.0,0.0
4.0,16,16,3.7337298840284348,0.0019630639545279893,-0.26626977510750294,0.26626977510750294,0.2748959753662348,0.06833886448293924,0.9334324710071087,0.06841666670516133,0.15315966866910458,0.6583179980516434,675.3252639770508,1.1461100354790688,0.0,1.0,0.0,0.0
4.2,16,16,3.842142879962921,0.002015699528439956,-0.3578571006655693,0.3578571006655693,0.3646179623901844,0.0698574804700911,0.9147959686815739,0.04408333310857415,0.17317750491201878,0.713578425347805,707.8283805847168,1.1673756912350655,0.0,1.0,0.0,0.0
4.4,16,16,-6.576823789217201e-05,0.00011408915825317619,-4.400066405534744,4.400066405534744,4.400065839290619,0.00041483344830339774,-1.4947326292258367e-05,0.0,0.0008522680836904328,0.010938323277514428,1.3327203318476677,22.60751110315323,0.0,1.0,0.0,0.0
4.6,16,16,0.0010782690151245333,2.0581644097101194e-05,-4.598921746015549,4.598921746015549,4.598921358585358,0.0006272082282521296,0.00023440631230187137,0.0,0.0012348119780654088,0.008065442787483335,0.6421481855213642,3.5323213189840317,0.0,1.0,0.0,0.0
4.8,16,16,7.823259502970359e-05,5.3303821938464015e-05,-4.79992151260376,4.79992151260376,4.799922376871109,0.0006145517436380032,1.6298456722907417e-05,0.0,0.0010839858878171071,0.00829661701573059,0.2763596177101135,4.243724822998047,0.0,1.0,0.0,0.0
5.0,16,16,-9.581438405348308e-05,2.849940892869129e-05,-5.000095754861832,5.000095754861832,5.000095993280411,0.0006147372005216312,-1.9162876782274907e-05,0.0,0.0018530424349592067,0.007579864002764225,0.36706935055553913,5.868877738714218,0.0,1.0,0.0,0.0
