command_vx,num_rollouts,valid_rollouts,mean_vx,mean_vx_ci95,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,mechanical_cot,success_rate,survival_rate,fall_rate,timeout_rate
2.6,16,16,2.546433597803116,0.0016428177955156915,-0.05356638506054878,0.05558906611986458,0.06155397486872971,0.030281509971246123,0.97939757630229,0.36049999855458736,0.037071861792355776,0.26051134429872036,357.4739685058594,0.8895443566143513,0.0,1.0,0.0,0.0
2.8,16,16,2.7100961059331894,0.001822401255864936,-0.08990399353206158,0.09009469719603658,0.09501998964697123,0.030698230490088463,0.9678914919495583,0.3350833337754011,0.03273145912680775,0.29489099234342575,410.32447242736816,0.9593967236578465,0.0,1.0,0.0,0.0
3.0,16,16,2.8487984389066696,0.0015856146277094818,-0.15120168030261993,0.15120168030261993,0.15509264450520277,0.03448155988007784,0.9495994821190834,0.3108333349227905,0.03342600795440376,0.33184248208999634,458.8289489746094,1.020574726164341,0.0,1.0,0.0,0.0
3.2,16,16,2.980590283870697,0.0022277922955164595,-0.21941004414111376,0.21941004414111376,0.22233556862920523,0.0359249054454267,0.9314344525337219,0.2955833300948143,0.04403187311254442,0.37442817352712154,508.2596836090088,1.08053470402956,0.0,1.0,0.0,0.0
3.4,16,16,3.0827977806329727,0.0010401698145780856,-0.3172024879604578,0.3172024879604578,0.31985476426780224,0.04107244242914021,0.9067052006721497,0.2099999999627471,0.058701443020254374,0.4195979591459036,546.5762901306152,1.1234697178006172,0.0,1.0,0.0,0.0
3.6,16,16,3.1804502606391907,0.0011297502796637666,-0.41954949870705605,0.41954949870705605,0.4220711886882782,0.046078700572252274,0.8834584318101406,0.02908333286177367,0.07830995041877031,0.451179813593626,582.6962432861328,1.1609392538666725,0.0,1.0,0.0,0.0
3.8,16,16,3.255529001355171,0.0013162942947228555,-0.5444708243012428,0.5444708243012428,0.5472436025738716,0.05501404101960361,0.8567181676626205,0.0,0.08906358852982521,0.4685606025159359,612.4221420288086,1.1920242309570312,0.0,1.0,0.0,0.0
4.0,16,16,-0.0030082737503107637,0.00032628538030822144,-4.003008246421814,4.003008246421814,4.003012806177139,0.004871834593359381,-0.0007520684375776909,0.0,0.006135576346423477,0.01614843320567161,3.587858200073242,6.143099971115589,0.0,1.0,0.0,0.0
4.2,16,16,-0.0021752711618319154,3.5590790851690454e-05,-4.202174603939056,4.202174603939056,4.202175050973892,0.0006362116164382314,-0.0005179217278055148,0.0,0.005990659381495789,0.008188703213818371,3.769410029053688,10.996970415115356,0.0,1.0,0.0,0.0
4.4,16,16,-0.005573570437263697,1.8504348851682196e-05,-4.405572354793549,4.405572354793549,4.405573755502701,0.0007697282744629774,-0.0012667205155594274,0.0,0.0007276450596691575,0.01613713102415204,1.0523174218833447,1.1949555799365044,0.0,1.0,0.0,0.0
4.6,16,16,-0.00443662449833937,0.00010276051764801913,-4.60443639755249,4.60443639755249,4.604436844587326,0.0008515298723068554,-0.0009644836063671391,0.0,0.000532533540535951,0.012809504463803023,0.8800310268998146,1.2550907507538795,0.0,1.0,0.0,0.0
4.8,16,16,-0.002437816947349347,0.00016445530763534302,-4.802437633275986,4.802437633275986,4.802438110113144,0.0006881756162329111,-0.0005078785088699078,0.0,0.0004020463165943511,0.0062207968439906836,0.9402702189981937,2.4991182163357735,0.0,1.0,0.0,0.0
5.0,16,16,-0.0036438658426050097,2.9909694211933423e-05,-5.003644406795502,5.003644406795502,5.003643691539764,0.0006271210841077846,-0.0007287731677934062,0.0,0.0005414898241724586,0.010070818534586579,0.825237363576889,1.4323938116431236,0.0,1.0,0.0,0.0
