command_vx,num_rollouts,valid_rollouts,mean_vx,mean_vx_ci95,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,mechanical_cot,success_rate,survival_rate,fall_rate,timeout_rate
2.0,16,16,1.98604366928339,0.0008894403492497194,-0.013956407608930022,0.02526041306555271,0.030897316173650324,0.02751975948922336,0.993021834641695,0.7397500053048134,0.033388498704880476,0.1288312654942274,205.05703163146973,0.6542470641434193,0.0,1.0,0.0,0.0
2.2,16,16,2.168347179889679,0.001263150119291114,-0.03165287850424647,0.034525631461292505,0.0422206015791744,0.027892780490219593,0.9856123365461826,0.7101666703820229,0.050291541032493114,0.14480643719434738,247.44672679901123,0.7231162488460541,0.0,1.0,0.0,0.0
2.4,16,16,2.3524135053157806,0.001907570964890757,-0.047586663626134396,0.048306244891136885,0.055730230174958706,0.02894393098540604,0.980172261595726,0.575416661798954,0.060459780506789684,0.1900764014571905,291.3653049468994,0.7848367132246494,0.0,1.0,0.0,0.0
2.6,16,16,2.531743749976158,0.0028649930825203765,-0.06825589132495224,0.0683779320679605,0.07467623194679618,0.030247996444813907,0.9737476333975792,0.30800000205636024,0.0791357415728271,0.2549248170107603,338.09374809265137,0.8461990430951118,0.0,1.0,0.0,0.0
2.8,16,16,2.715982958674431,0.0020870918290452024,-0.08401726186275482,0.08402611454948783,0.09028580784797668,0.03300379286520183,0.9699939340353012,0.24775000102818012,0.0857693487778306,0.320852467790246,396.6428852081299,0.9253959245979786,0.0,1.0,0.0,0.0
3.0,16,16,2.885902687907219,0.0013692200122678749,-0.1140979346819222,0.1140979346819222,0.12096854578703642,0.040122893173247576,0.9619675651192665,0.28433333337306976,0.08127539418637753,0.3701508715748787,454.4264278411865,0.9977861903607845,0.0,1.0,0.0,0.0
3.2,16,16,3.0562679320573807,0.0013332077361963202,-0.14373239036649466,0.14373239036649466,0.1510372282937169,0.0463684240821749,0.9550837203860283,0.25666666962206364,0.0818635132163763,0.4462235737591982,515.8696098327637,1.0695570930838585,0.0,1.0,0.0,0.0
3.4,16,16,3.1797601133584976,0.001929977782632184,-0.2202398283407092,0.2202398283407092,0.22680682688951492,0.05419889697805047,0.935223538428545,0.18416666518896818,0.09431949257850647,0.5084282010793686,558.5107231140137,1.112992249429226,0.0,1.0,0.0,0.0
3.6,16,16,3.2812006026506424,0.0021986116784986636,-0.3187986649572849,0.3187986649572849,0.32465798407793045,0.06143212877213955,0.9114446341991425,0.10666666831821203,0.100068224593997,0.5560866147279739,594.8092956542969,1.1486822441220284,0.0,1.0,0.0,0.0
3.8,16,16,3.3512106835842133,0.0012096605552508932,-0.4487893879413605,0.4487893879413605,0.45377046056091785,0.06704239128157496,0.8818975612521172,0.030333333532325923,0.09922106377780437,0.5910884253680706,616.3358688354492,1.1653916612267494,0.0,1.0,0.0,0.0
4.0,16,16,-0.0012160966653027572,0.0009719819053603569,-4.001215949654579,4.001215949654579,4.001217111945152,0.0022877068586240057,-0.0003040241663256893,0.0,0.005813551761093549,0.01542072810116224,2.611867994070053,6.743477612733841,0.0,1.0,0.0,0.0
4.2,16,16,-0.0054423104447778314,5.8865981405485666e-05,-4.205442011356354,4.205442011356354,4.205442249774933,0.0009806273919821251,-0.0012957882572663948,0.0,0.006173671456053853,0.0110969552770257,3.6304987370967865,4.229245960712433,0.0,1.0,0.0,0.0
4.4,16,16,-0.002779527431130191,0.0012996567294017026,-4.402780383825302,4.402780383825302,4.402780115604401,0.0017134038935182616,-0.000631710769518179,0.0,0.005254689371213317,0.01027890230761841,2.6691821590065956,5.695226222276688,0.0,1.0,0.0,0.0
4.6,16,16,0.00030587614764954196,3.4551886943794886e-05,-4.599694103002548,4.599694103002548,4.5996942818164825,0.0012566693694679998,6.649481633758114e-05,0.0,0.0029516843642340973,0.0065753999224398285,1.494194932281971,9.126104712486267,0.0,1.0,0.0,0.0
4.8,16,16,-0.0003022739279003872,4.685754088997325e-05,-4.800302058458328,4.800302058458328,4.8003027737140656,0.0012796872906619683,-6.297373226971104e-05,0.0,0.001918459718581289,0.006772091728635132,1.2912408635020256,8.843426585197449,0.0,1.0,0.0,0.0
5.0,16,16,-0.002047492322162725,5.197754594799577e-05,-5.0020477175712585,5.0020477175712585,5.002047508955002,0.0018326175268157385,-0.00040949846152216196,0.0,0.005134473816724494,0.01537177327554673,2.9840156883001328,8.230543285608292,0.0,1.0,0.0,0.0
